Orthogroup	Arabidopsis_thaliana.TAIR10.pep.all	Mus_musculus-Cilia_proteome	Total
OG0000231	27	0	27
OG0000232	27	0	27
OG0000233	27	0	27
OG0000234	27	0	27
OG0000235	27	0	27
OG0000236	27	0	27
OG0000237	26	0	26
OG0000238	26	0	26
OG0000239	26	0	26
OG0000240	26	0	26
OG0000241	26	0	26
OG0000242	26	0	26
OG0000243	26	0	26
OG0000244	26	0	26
OG0000245	26	0	26
OG0000246	26	0	26
OG0000247	26	0	26
OG0000248	26	0	26
OG0000249	26	0	26
OG0000250	26	0	26
OG0000251	26	0	26
OG0000252	26	0	26
OG0000253	26	0	26
OG0000254	26	0	26
OG0000255	26	0	26
OG0000256	26	0	26
OG0000257	26	0	26
OG0000258	26	0	26
OG0000259	26	0	26
OG0000260	26	0	26
OG0000261	25	0	25
OG0000262	25	0	25
OG0000263	25	0	25
OG0000264	25	0	25
OG0000265	25	0	25
OG0000266	25	0	25
OG0000267	25	0	25
OG0000268	25	0	25
OG0000269	25	0	25
OG0000270	25	0	25
OG0000271	25	0	25
OG0000272	25	0	25
OG0000273	25	0	25
OG0000274	25	0	25
OG0000275	25	0	25
OG0000276	25	0	25
OG0000277	25	0	25
OG0000278	25	0	25
OG0000279	25	0	25
OG0000280	25	0	25
OG0000281	25	0	25
OG0000282	25	0	25
OG0000283	25	0	25
OG0000284	25	0	25
OG0000285	0	25	25
OG0000286	24	0	24
OG0000287	23	1	24
OG0000288	24	0	24
OG0000289	24	0	24
OG0000290	24	0	24
OG0000291	24	0	24
OG0000292	24	0	24
OG0000293	24	0	24
OG0000294	24	0	24
OG0000295	24	0	24
OG0000296	24	0	24
OG0000297	24	0	24
OG0000298	24	0	24
OG0000299	24	0	24
OG0000300	24	0	24
OG0000301	24	0	24
OG0000302	11	13	24
OG0000303	24	0	24
OG0000304	24	0	24
OG0000305	24	0	24
OG0000306	24	0	24
OG0000307	0	24	24
OG0000308	23	0	23
OG0000309	23	0	23
OG0000310	23	0	23
OG0000311	23	0	23
OG0000312	23	0	23
OG0000313	23	0	23
OG0000314	23	0	23
OG0000315	23	0	23
OG0000316	23	0	23
OG0000317	23	0	23
OG0000318	23	0	23
OG0000319	23	0	23
OG0000320	23	0	23
OG0000321	23	0	23
OG0000322	23	0	23
OG0000323	23	0	23
OG0000324	23	0	23
OG0000325	23	0	23
OG0000326	23	0	23
OG0000327	23	0	23
OG0000328	23	0	23
OG0000329	23	0	23
OG0000330	23	0	23
OG0000331	23	0	23
OG0000332	23	0	23
OG0000333	23	0	23
OG0000334	22	0	22
OG0000335	22	0	22
OG0000336	22	0	22
OG0000337	22	0	22
OG0000338	22	0	22
OG0000339	22	0	22
OG0000340	22	0	22
OG0000341	22	0	22
OG0000342	22	0	22
OG0000343	22	0	22
OG0000344	22	0	22
OG0000345	22	0	22
OG0000346	22	0	22
OG0000347	22	0	22
OG0000348	22	0	22
OG0000349	22	0	22
OG0000350	22	0	22
OG0000351	22	0	22
OG0000352	22	0	22
OG0000353	22	0	22
OG0000354	22	0	22
OG0000355	22	0	22
OG0000356	22	0	22
OG0000357	22	0	22
OG0000358	22	0	22
OG0000359	22	0	22
OG0000360	22	0	22
OG0000361	22	0	22
OG0000362	22	0	22
OG0000363	22	0	22
OG0000364	22	0	22
OG0000365	22	0	22
OG0000366	22	0	22
OG0000367	22	0	22
OG0000368	21	0	21
OG0000369	21	0	21
OG0000370	21	0	21
OG0000371	21	0	21
OG0000372	20	1	21
OG0000373	21	0	21
OG0000374	21	0	21
OG0000375	21	0	21
OG0000376	21	0	21
OG0000377	21	0	21
OG0000378	21	0	21
OG0000379	21	0	21
OG0000380	21	0	21
OG0000381	21	0	21
OG0000382	21	0	21
OG0000383	21	0	21
OG0000384	21	0	21
OG0000385	21	0	21
OG0000386	21	0	21
OG0000387	21	0	21
OG0000388	21	0	21
OG0000389	21	0	21
OG0000390	21	0	21
OG0000391	21	0	21
OG0000392	21	0	21
OG0000393	21	0	21
OG0000394	21	0	21
OG0000395	20	0	20
OG0000396	20	0	20
OG0000397	20	0	20
OG0000398	20	0	20
OG0000399	20	0	20
OG0000400	20	0	20
OG0000401	20	0	20
OG0000402	20	0	20
OG0000403	20	0	20
OG0000404	20	0	20
OG0000405	20	0	20
OG0000406	20	0	20
OG0000407	20	0	20
OG0000408	20	0	20
OG0000409	20	0	20
OG0000410	20	0	20
OG0000411	20	0	20
OG0000412	20	0	20
OG0000413	20	0	20
OG0000414	20	0	20
OG0000415	19	0	19
OG0000416	19	0	19
OG0000417	19	0	19
OG0000418	19	0	19
OG0000419	19	0	19
OG0000420	19	0	19
OG0000421	19	0	19
OG0000422	19	0	19
OG0000423	19	0	19
OG0000424	19	0	19
OG0000425	19	0	19
OG0000426	19	0	19
OG0000427	19	0	19
OG0000428	18	1	19
OG0000429	19	0	19
OG0000430	19	0	19
OG0000431	19	0	19
OG0000432	18	1	19
OG0000433	19	0	19
OG0000434	19	0	19
OG0000435	19	0	19
OG0000436	19	0	19
OG0000437	19	0	19
OG0000438	19	0	19
OG0000439	19	0	19
OG0000440	19	0	19
OG0000441	19	0	19
OG0000442	17	2	19
OG0000443	18	1	19
OG0000444	19	0	19
OG0000445	19	0	19
OG0000446	19	0	19
OG0000447	19	0	19
OG0000448	19	0	19
OG0000449	19	0	19
OG0000450	19	0	19
OG0000451	19	0	19
OG0000452	19	0	19
OG0000453	0	19	19
OG0000454	18	0	18
OG0000455	18	0	18
OG0000456	18	0	18
OG0000457	18	0	18
OG0000458	18	0	18
OG0000459	18	0	18
OG0000460	18	0	18
OG0000461	18	0	18
OG0000462	18	0	18
OG0000463	18	0	18
OG0000464	18	0	18
OG0000465	18	0	18
OG0000466	18	0	18
OG0000467	18	0	18
OG0000468	17	1	18
OG0000469	18	0	18
OG0000470	18	0	18
OG0000471	18	0	18
OG0000472	18	0	18
OG0000473	18	0	18
OG0000474	18	0	18
OG0000475	18	0	18
OG0000476	18	0	18
OG0000477	17	1	18
OG0000478	18	0	18
OG0000479	18	0	18
OG0000480	18	0	18
OG0000481	17	1	18
OG0000482	18	0	18
OG0000483	18	0	18
OG0000484	18	0	18
OG0000485	18	0	18
OG0000486	18	0	18
OG0000487	18	0	18
OG0000488	17	1	18
OG0000489	18	0	18
OG0000490	18	0	18
OG0000491	18	0	18
OG0000492	18	0	18
OG0000493	18	0	18
OG0000494	17	0	17
OG0000495	17	0	17
OG0000496	17	0	17
OG0000497	17	0	17
OG0000498	17	0	17
OG0000499	17	0	17
OG0000500	17	0	17
OG0000501	17	0	17
OG0000502	17	0	17
OG0000503	17	0	17
OG0000504	17	0	17
OG0000505	17	0	17
OG0000506	17	0	17
OG0000507	17	0	17
OG0000508	17	0	17
OG0000509	17	0	17
OG0000510	17	0	17
OG0000511	17	0	17
OG0000512	17	0	17
OG0000513	17	0	17
OG0000514	17	0	17
OG0000515	17	0	17
OG0000516	17	0	17
OG0000517	17	0	17
OG0000518	17	0	17
OG0000519	17	0	17
OG0000520	17	0	17
OG0000521	17	0	17
OG0000522	17	0	17
OG0000523	17	0	17
OG0000524	17	0	17
OG0000525	17	0	17
OG0000526	17	0	17
OG0000527	17	0	17
OG0000528	0	17	17
OG0000529	16	0	16
OG0000530	16	0	16
OG0000531	16	0	16
OG0000532	16	0	16
OG0000533	14	2	16
OG0000534	16	0	16
OG0000535	16	0	16
OG0000536	16	0	16
OG0000537	16	0	16
OG0000538	16	0	16
OG0000539	16	0	16
OG0000540	16	0	16
OG0000541	16	0	16
OG0000542	16	0	16
OG0000543	16	0	16
OG0000544	16	0	16
OG0000545	16	0	16
OG0000546	16	0	16
OG0000547	16	0	16
OG0000548	16	0	16
OG0000549	16	0	16
OG0000550	16	0	16
OG0000551	16	0	16
OG0000552	16	0	16
OG0000553	16	0	16
OG0000554	16	0	16
OG0000555	16	0	16
OG0000556	16	0	16
OG0000557	16	0	16
OG0000558	16	0	16
OG0000559	16	0	16
OG0000560	16	0	16
OG0000561	16	0	16
OG0000562	16	0	16
OG0000563	16	0	16
OG0000564	16	0	16
OG0000565	16	0	16
OG0000566	16	0	16
OG0000567	16	0	16
OG0000568	16	0	16
OG0000569	16	0	16
OG0000570	16	0	16
OG0000571	16	0	16
OG0000572	16	0	16
OG0000573	16	0	16
OG0000574	16	0	16
OG0000575	16	0	16
OG0000576	16	0	16
OG0000577	16	0	16
OG0000578	16	0	16
OG0000579	16	0	16
OG0000580	16	0	16
OG0000581	15	0	15
OG0000582	15	0	15
OG0000583	15	0	15
OG0000584	15	0	15
OG0000585	15	0	15
OG0000586	15	0	15
OG0000587	15	0	15
OG0000588	15	0	15
OG0000589	15	0	15
OG0000590	15	0	15
OG0000591	15	0	15
OG0000592	15	0	15
OG0000593	15	0	15
OG0000594	15	0	15
OG0000595	15	0	15
OG0000596	15	0	15
OG0000597	15	0	15
OG0000598	15	0	15
OG0000599	15	0	15
OG0000600	12	3	15
OG0000601	15	0	15
OG0000602	15	0	15
OG0000603	15	0	15
OG0000604	15	0	15
OG0000605	15	0	15
OG0000606	15	0	15
OG0000607	15	0	15
OG0000608	15	0	15
OG0000609	15	0	15
OG0000610	15	0	15
OG0000611	15	0	15
OG0000612	15	0	15
OG0000613	15	0	15
OG0000614	15	0	15
OG0000615	14	1	15
OG0000616	15	0	15
OG0000617	15	0	15
OG0000618	15	0	15
OG0000619	15	0	15
OG0000620	15	0	15
OG0000621	15	0	15
OG0000622	15	0	15
OG0000623	15	0	15
OG0000624	15	0	15
OG0000625	0	15	15
OG0000626	14	0	14
OG0000627	13	1	14
OG0000628	14	0	14
OG0000629	13	1	14
OG0000630	14	0	14
OG0000631	14	0	14
OG0000632	14	0	14
OG0000633	14	0	14
OG0000634	14	0	14
OG0000635	14	0	14
OG0000636	14	0	14
OG0000637	14	0	14
OG0000638	14	0	14
OG0000639	14	0	14
OG0000640	14	0	14
OG0000641	14	0	14
OG0000642	14	0	14
OG0000643	14	0	14
OG0000644	14	0	14
OG0000645	14	0	14
OG0000646	14	0	14
OG0000647	14	0	14
OG0000648	14	0	14
OG0000649	14	0	14
OG0000650	14	0	14
OG0000651	14	0	14
OG0000652	14	0	14
OG0000653	14	0	14
OG0000654	14	0	14
OG0000655	14	0	14
OG0000656	14	0	14
OG0000657	14	0	14
OG0000658	14	0	14
OG0000659	14	0	14
OG0000660	14	0	14
OG0000661	14	0	14
OG0000662	14	0	14
OG0000663	14	0	14
OG0000664	14	0	14
OG0000665	14	0	14
OG0000666	14	0	14
OG0000667	14	0	14
OG0000668	14	0	14
OG0000669	14	0	14
OG0000670	14	0	14
OG0000671	14	0	14
OG0000672	14	0	14
OG0000673	14	0	14
OG0000674	14	0	14
OG0000675	14	0	14
OG0000676	14	0	14
OG0000677	14	0	14
OG0000678	14	0	14
OG0000679	14	0	14
OG0000680	14	0	14
OG0000681	14	0	14
OG0000682	14	0	14
OG0000683	14	0	14
OG0000684	14	0	14
OG0000685	14	0	14
OG0000686	14	0	14
OG0000687	14	0	14
OG0000688	14	0	14
OG0000689	14	0	14
OG0000690	14	0	14
OG0000691	14	0	14
OG0000692	14	0	14
OG0000693	14	0	14
OG0000694	14	0	14
OG0000695	14	0	14
OG0000696	14	0	14
OG0000697	14	0	14
OG0000698	14	0	14
OG0000699	13	1	14
OG0000700	13	0	13
OG0000701	13	0	13
OG0000702	13	0	13
OG0000703	13	0	13
OG0000704	12	1	13
OG0000705	13	0	13
OG0000706	13	0	13
OG0000707	13	0	13
OG0000708	13	0	13
OG0000709	13	0	13
OG0000710	13	0	13
OG0000711	13	0	13
OG0000712	13	0	13
OG0000713	13	0	13
OG0000714	13	0	13
OG0000715	13	0	13
OG0000716	13	0	13
OG0000717	13	0	13
OG0000718	13	0	13
OG0000719	13	0	13
OG0000720	13	0	13
OG0000721	13	0	13
OG0000722	13	0	13
OG0000723	13	0	13
OG0000724	13	0	13
OG0000725	13	0	13
OG0000726	13	0	13
OG0000727	13	0	13
OG0000728	13	0	13
OG0000729	13	0	13
OG0000730	13	0	13
OG0000731	13	0	13
OG0000732	13	0	13
OG0000733	13	0	13
OG0000734	13	0	13
OG0000735	13	0	13
OG0000736	12	1	13
OG0000737	13	0	13
OG0000738	13	0	13
OG0000739	13	0	13
OG0000740	13	0	13
OG0000741	13	0	13
OG0000742	13	0	13
OG0000743	12	1	13
OG0000744	13	0	13
OG0000745	13	0	13
OG0000746	13	0	13
OG0000747	13	0	13
OG0000748	13	0	13
OG0000749	13	0	13
OG0000750	11	2	13
OG0000751	13	0	13
OG0000752	13	0	13
OG0000753	13	0	13
OG0000754	13	0	13
OG0000755	13	0	13
OG0000756	13	0	13
OG0000757	13	0	13
OG0000758	13	0	13
OG0000759	13	0	13
OG0000760	11	2	13
OG0000761	13	0	13
OG0000762	13	0	13
OG0000763	13	0	13
OG0000764	13	0	13
OG0000765	13	0	13
OG0000766	13	0	13
OG0000767	13	0	13
OG0000768	13	0	13
OG0000769	13	0	13
OG0000770	13	0	13
OG0000771	13	0	13
OG0000772	13	0	13
OG0000773	13	0	13
OG0000774	13	0	13
OG0000775	9	4	13
OG0000776	13	0	13
OG0000777	13	0	13
OG0000778	13	0	13
OG0000779	0	13	13
OG0000780	12	0	12
OG0000781	12	0	12
OG0000782	12	0	12
OG0000783	12	0	12
OG0000784	12	0	12
OG0000785	12	0	12
OG0000786	12	0	12
OG0000787	12	0	12
OG0000788	12	0	12
OG0000789	12	0	12
OG0000790	12	0	12
OG0000791	12	0	12
OG0000792	12	0	12
OG0000793	12	0	12
OG0000794	12	0	12
OG0000795	12	0	12
OG0000796	12	0	12
OG0000797	12	0	12
OG0000798	12	0	12
OG0000799	12	0	12
OG0000800	12	0	12
OG0000801	12	0	12
OG0000802	12	0	12
OG0000803	12	0	12
OG0000804	12	0	12
OG0000805	12	0	12
OG0000806	12	0	12
OG0000807	12	0	12
OG0000808	11	1	12
OG0000809	12	0	12
OG0000810	12	0	12
OG0000811	12	0	12
OG0000812	12	0	12
OG0000813	12	0	12
OG0000814	12	0	12
OG0000815	12	0	12
OG0000816	12	0	12
OG0000817	12	0	12
OG0000818	12	0	12
OG0000819	12	0	12
OG0000820	12	0	12
OG0000821	12	0	12
OG0000822	12	0	12
OG0000823	12	0	12
OG0000824	12	0	12
OG0000825	12	0	12
OG0000826	12	0	12
OG0000827	12	0	12
OG0000828	12	0	12
OG0000829	12	0	12
OG0000830	12	0	12
OG0000831	12	0	12
OG0000832	12	0	12
OG0000833	12	0	12
OG0000834	12	0	12
OG0000835	12	0	12
OG0000836	12	0	12
OG0000837	12	0	12
OG0000838	12	0	12
OG0000839	12	0	12
OG0000840	12	0	12
OG0000841	10	2	12
OG0000842	12	0	12
OG0000843	12	0	12
OG0000844	11	1	12
OG0000845	12	0	12
OG0000846	12	0	12
OG0000847	12	0	12
OG0000848	12	0	12
OG0000849	12	0	12
OG0000850	12	0	12
OG0000851	12	0	12
OG0000852	12	0	12
OG0000853	12	0	12
OG0000854	12	0	12
OG0000855	12	0	12
OG0000856	12	0	12
OG0000857	12	0	12
OG0000858	12	0	12
OG0000859	12	0	12
OG0000860	12	0	12
OG0000861	12	0	12
OG0000862	12	0	12
OG0000863	12	0	12
OG0000864	12	0	12
OG0000865	12	0	12
OG0000866	12	0	12
OG0000867	12	0	12
OG0000868	12	0	12
OG0000869	12	0	12
OG0000870	12	0	12
OG0000871	12	0	12
OG0000872	2	10	12
OG0000873	12	0	12
OG0000874	12	0	12
OG0000875	12	0	12
OG0000876	12	0	12
OG0000877	0	12	12
OG0000878	0	12	12
OG0000879	0	12	12
OG0000880	0	12	12
OG0000881	0	12	12
OG0000882	0	12	12
OG0000883	11	0	11
OG0000884	11	0	11
OG0000885	10	1	11
OG0000886	11	0	11
OG0000887	11	0	11
OG0000888	11	0	11
OG0000889	11	0	11
OG0000890	11	0	11
OG0000891	11	0	11
OG0000892	11	0	11
OG0000893	11	0	11
OG0000894	11	0	11
OG0000895	11	0	11
OG0000896	11	0	11
OG0000897	11	0	11
OG0000898	11	0	11
OG0000899	11	0	11
OG0000900	11	0	11
OG0000901	11	0	11
OG0000902	11	0	11
OG0000903	11	0	11
OG0000904	11	0	11
OG0000905	11	0	11
OG0000906	11	0	11
OG0000907	11	0	11
OG0000908	11	0	11
OG0000909	11	0	11
OG0000910	11	0	11
OG0000911	11	0	11
OG0000912	11	0	11
OG0000913	10	1	11
OG0000914	11	0	11
OG0000915	11	0	11
OG0000916	11	0	11
OG0000917	11	0	11
OG0000918	11	0	11
OG0000919	11	0	11
OG0000920	11	0	11
OG0000921	11	0	11
OG0000922	11	0	11
OG0000923	11	0	11
OG0000924	11	0	11
OG0000925	11	0	11
OG0000926	11	0	11
OG0000927	11	0	11
OG0000928	11	0	11
OG0000929	11	0	11
OG0000930	11	0	11
OG0000931	11	0	11
OG0000932	11	0	11
OG0000933	11	0	11
OG0000934	11	0	11
OG0000935	10	1	11
OG0000936	11	0	11
OG0000937	11	0	11
OG0000938	11	0	11
OG0000939	11	0	11
OG0000940	11	0	11
OG0000941	11	0	11
OG0000942	11	0	11
OG0000943	11	0	11
OG0000944	11	0	11
OG0000945	11	0	11
OG0000946	11	0	11
OG0000947	7	4	11
OG0000948	11	0	11
OG0000949	11	0	11
OG0000950	11	0	11
OG0000951	11	0	11
OG0000952	11	0	11
OG0000953	11	0	11
OG0000954	11	0	11
OG0000955	11	0	11
OG0000956	11	0	11
OG0000957	11	0	11
OG0000958	11	0	11
OG0000959	11	0	11
OG0000960	11	0	11
OG0000961	11	0	11
OG0000962	11	0	11
OG0000963	11	0	11
OG0000964	11	0	11
OG0000965	11	0	11
OG0000966	11	0	11
OG0000967	11	0	11
OG0000968	11	0	11
OG0000969	11	0	11
OG0000970	11	0	11
OG0000971	11	0	11
OG0000972	11	0	11
OG0000973	9	2	11
OG0000974	11	0	11
OG0000975	11	0	11
OG0000976	11	0	11
OG0000977	11	0	11
OG0000978	11	0	11
OG0000979	11	0	11
OG0000980	11	0	11
OG0000981	11	0	11
OG0000982	11	0	11
OG0000983	10	1	11
OG0000984	11	0	11
OG0000985	9	2	11
OG0000986	10	1	11
OG0000987	6	5	11
OG0000988	11	0	11
OG0000989	10	1	11
OG0000990	11	0	11
OG0000991	10	1	11
OG0000992	11	0	11
OG0000993	11	0	11
OG0000994	8	3	11
OG0000995	6	5	11
OG0000996	11	0	11
OG0000997	2	9	11
OG0000998	11	0	11
OG0000999	0	11	11
OG0001000	0	11	11
OG0001001	10	0	10
OG0001002	10	0	10
OG0001003	6	4	10
OG0001004	10	0	10
OG0001005	10	0	10
OG0001006	10	0	10
OG0001007	10	0	10
OG0001008	10	0	10
OG0001009	10	0	10
OG0001010	10	0	10
OG0001011	10	0	10
OG0001012	10	0	10
OG0001013	3	7	10
OG0001014	10	0	10
OG0001015	10	0	10
OG0001016	9	1	10
OG0001017	10	0	10
OG0001018	10	0	10
OG0001019	9	1	10
OG0001020	10	0	10
OG0001021	10	0	10
OG0001022	10	0	10
OG0001023	10	0	10
OG0001024	10	0	10
OG0001025	10	0	10
OG0001026	10	0	10
OG0001027	10	0	10
OG0001028	10	0	10
OG0001029	10	0	10
OG0001030	10	0	10
OG0001031	10	0	10
OG0001032	10	0	10
OG0001033	10	0	10
OG0001034	10	0	10
OG0001035	10	0	10
OG0001036	10	0	10
OG0001037	10	0	10
OG0001038	10	0	10
OG0001039	10	0	10
OG0001040	10	0	10
OG0001041	10	0	10
OG0001042	10	0	10
OG0001043	10	0	10
OG0001044	10	0	10
OG0001045	10	0	10
OG0001046	10	0	10
OG0001047	10	0	10
OG0001048	10	0	10
OG0001049	9	1	10
OG0001050	10	0	10
OG0001051	10	0	10
OG0001052	9	1	10
OG0001053	10	0	10
OG0001054	10	0	10
OG0001055	10	0	10
OG0001056	10	0	10
OG0001057	10	0	10
OG0001058	10	0	10
OG0001059	10	0	10
OG0001060	10	0	10
OG0001061	10	0	10
OG0001062	10	0	10
OG0001063	10	0	10
OG0001064	10	0	10
OG0001065	10	0	10
OG0001066	10	0	10
OG0001067	10	0	10
OG0001068	10	0	10
OG0001069	10	0	10
OG0001070	10	0	10
OG0001071	6	4	10
OG0001072	10	0	10
OG0001073	10	0	10
OG0001074	10	0	10
OG0001075	10	0	10
OG0001076	10	0	10
OG0001077	10	0	10
OG0001078	10	0	10
OG0001079	10	0	10
OG0001080	10	0	10
OG0001081	10	0	10
OG0001082	10	0	10
OG0001083	10	0	10
OG0001084	10	0	10
OG0001085	10	0	10
OG0001086	10	0	10
OG0001087	10	0	10
OG0001088	10	0	10
OG0001089	10	0	10
OG0001090	9	1	10
OG0001091	10	0	10
OG0001092	10	0	10
OG0001093	10	0	10
OG0001094	10	0	10
OG0001095	10	0	10
OG0001096	10	0	10
OG0001097	10	0	10
OG0001098	10	0	10
OG0001099	10	0	10
OG0001100	10	0	10
OG0001101	10	0	10
OG0001102	9	1	10
OG0001103	10	0	10
OG0001104	10	0	10
OG0001105	10	0	10
OG0001106	10	0	10
OG0001107	10	0	10
OG0001108	10	0	10
OG0001109	10	0	10
OG0001110	10	0	10
OG0001111	10	0	10
OG0001112	9	1	10
OG0001113	10	0	10
OG0001114	10	0	10
OG0001115	10	0	10
OG0001116	10	0	10
OG0001117	10	0	10
OG0001118	5	5	10
OG0001119	10	0	10
OG0001120	10	0	10
OG0001121	10	0	10
OG0001122	10	0	10
OG0001123	10	0	10
OG0001124	10	0	10
OG0001125	10	0	10
OG0001126	10	0	10
OG0001127	10	0	10
OG0001128	10	0	10
OG0001129	10	0	10
OG0001130	10	0	10
OG0001131	10	0	10
OG0001132	10	0	10
OG0001133	4	6	10
OG0001134	10	0	10
OG0001135	10	0	10
OG0001136	10	0	10
OG0001137	10	0	10
OG0001138	10	0	10
OG0001139	10	0	10
OG0001140	10	0	10
OG0001141	2	8	10
OG0001142	10	0	10
OG0001143	10	0	10
OG0001144	9	1	10
OG0001145	10	0	10
OG0001146	0	10	10
OG0001147	0	10	10
OG0001148	0	10	10
OG0001149	9	0	9
OG0001150	9	0	9
OG0001151	8	1	9
OG0001152	8	1	9
OG0001153	9	0	9
OG0001154	9	0	9
OG0001155	9	0	9
OG0001156	9	0	9
OG0001157	9	0	9
