OG0000987	AT5G22770.1 pep chromosome_TAIR10_5_7579156_7588322_-1 gene_AT5G22770 transcript_AT5G22770.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ALPHA-ADR description_AP-2 complex subunit alpha-1 [Source_UniProtKB/Swiss-Prot;Acc_Q8LPL6], AT5G22770.2 pep chromosome_TAIR10_5_7579263_7588249_-1 gene_AT5G22770 transcript_AT5G22770.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ALPHA-ADR description_AP-2 complex subunit alpha-1 [Source_UniProtKB/Swiss-Prot;Acc_Q8LPL6], AT5G22770.3 pep chromosome_TAIR10_5_7579544_7588246_-1 gene_AT5G22770 transcript_AT5G22770.3 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ALPHA-ADR description_AP-2 complex subunit alpha-1 [Source_UniProtKB/Swiss-Prot;Acc_Q8LPL6], AT5G22770.4 pep chromosome_TAIR10_5_7579156_7588322_-1 gene_AT5G22770 transcript_AT5G22770.4 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ALPHA-ADR description_AP-2 complex subunit alpha-1 [Source_UniProtKB/Swiss-Prot;Acc_Q8LPL6], AT5G22770.5 pep chromosome_TAIR10_5_7579174_7588302_-1 gene_AT5G22770 transcript_AT5G22770.5 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ALPHA-ADR description_AP-2 complex subunit alpha-1 [Source_UniProtKB/Swiss-Prot;Acc_Q8LPL6], AT5G22770.6 pep chromosome_TAIR10_5_7579202_7588284_-1 gene_AT5G22770 transcript_AT5G22770.6 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ALPHA-ADR description_AP-2 complex subunit alpha-1 [Source_UniProtKB/Swiss-Prot;Acc_Q8LPL6]	ENSMUSP00000003038.9, ENSMUSP00000082519.7, ENSMUSP00000103489.4, ENSMUSP00000127497.2, ENSMUSP00000127842.2
OG0000995	AT3G08720.1 pep chromosome_TAIR10_3_2648372_2651231_-1 gene_AT3G08720 transcript_AT3G08720.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ATPK2 description_Serine/threonine-protein kinase AtPK2/AtPK19 [Source_UniProtKB/Swiss-Prot;Acc_Q39030], AT3G08720.2 pep chromosome_TAIR10_3_2648372_2651231_-1 gene_AT3G08720 transcript_AT3G08720.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ATPK2 description_Serine/threonine-protein kinase AtPK2/AtPK19 [Source_UniProtKB/Swiss-Prot;Acc_Q39030], AT3G08720.3 pep chromosome_TAIR10_3_2648440_2651203_-1 gene_AT3G08720 transcript_AT3G08720.3 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ATPK2 description_Serine/threonine-protein kinase AtPK2/AtPK19 [Source_UniProtKB/Swiss-Prot;Acc_Q39030], AT3G08720.4 pep chromosome_TAIR10_3_2648485_2651101_-1 gene_AT3G08720 transcript_AT3G08720.4 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ATPK2 description_Serine/threonine-protein kinase AtPK2/AtPK19 [Source_UniProtKB/Swiss-Prot;Acc_Q39030], AT3G08730.1 pep chromosome_TAIR10_3_2651321_2654212_-1 gene_AT3G08730 transcript_AT3G08730.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ATPK1 description_Non-specific serine/threonine protein kinase [Source_UniProtKB/TrEMBL;Acc_A0A178VLF0], AT3G08730.2 pep chromosome_TAIR10_3_2651423_2654212_-1 gene_AT3G08730 transcript_AT3G08730.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ATPK1 description_Non-specific serine/threonine protein kinase [Source_UniProtKB/TrEMBL;Acc_A0A178VLF0]	ENSMUSP00000033671.7, ENSMUSP00000052103.6, ENSMUSP00000103980.2, ENSMUSP00000103981.3, ENSMUSP00000132141.2
OG0001118	AT1G02830.1 pep chromosome_TAIR10_1_625084_625608_-1 gene_AT1G02830 transcript_AT1G02830.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RPL22A description_Putative 60S ribosomal protein L22-1 [Source_UniProtKB/Swiss-Prot;Acc_Q9SRX7], AT3G05560.1 pep chromosome_TAIR10_3_1614178_1615563_1 gene_AT3G05560 transcript_AT3G05560.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RPL22B description_60S ribosomal protein L22-2 [Source_UniProtKB/Swiss-Prot;Acc_Q9M9W1], AT3G05560.2 pep chromosome_TAIR10_3_1614200_1615506_1 gene_AT3G05560 transcript_AT3G05560.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RPL22B description_60S ribosomal protein L22-2 [Source_UniProtKB/Swiss-Prot;Acc_Q9M9W1], AT3G05560.3 pep chromosome_TAIR10_3_1614215_1615378_1 gene_AT3G05560 transcript_AT3G05560.3 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RPL22B description_60S ribosomal protein L22-2 [Source_UniProtKB/Swiss-Prot;Acc_Q9M9W1], AT5G27770.1 pep chromosome_TAIR10_5_9835884_9837428_1 gene_AT5G27770 transcript_AT5G27770.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RPL22C description_60S ribosomal protein L22-3 [Source_UniProtKB/Swiss-Prot;Acc_Q9FE58]	ENSMUSP00000043111.6, ENSMUSP00000099480.5, ENSMUSP00000118787.2, ENSMUSP00000140276.2, ENSMUSP00000141510.2
OG0001388	AT5G18410.1 pep chromosome_TAIR10_5_6097298_6104980_-1 gene_AT5G18410 transcript_AT5G18410.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PIR description_transcription activators [Source_TAIR;Acc_AT5G18410], AT5G18410.2 pep chromosome_TAIR10_5_6096945_6105104_-1 gene_AT5G18410 transcript_AT5G18410.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PIR description_transcription activators [Source_TAIR;Acc_AT5G18410], AT5G18410.3 pep chromosome_TAIR10_5_6098569_6105031_-1 gene_AT5G18410 transcript_AT5G18410.3 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PIR description_transcription activators [Source_TAIR;Acc_AT5G18410]	ENSMUSP00000032629.10, ENSMUSP00000090853.6, ENSMUSP00000090854.5, ENSMUSP00000127586.3, ENSMUSP00000127717.3
OG0001797	AT2G29700.1 pep chromosome_TAIR10_2_12697226_12698291_1 gene_AT2G29700 transcript_AT2G29700.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PH1 description_PH1 [Source_UniProtKB/TrEMBL;Acc_A0A178W3K4], AT5G05710.1 pep chromosome_TAIR10_5_1715780_1716549_1 gene_AT5G05710 transcript_AT5G05710.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At5g05710 [Source_UniProtKB/TrEMBL;Acc_Q9FFK5]	ENSMUSP00000029806.7, ENSMUSP00000034150.9, ENSMUSP00000034611.9, ENSMUSP00000066546.7, ENSMUSP00000122564.2
OG0001866	AT1G68090.1 pep chromosome_TAIR10_1_25519305_25520895_-1 gene_AT1G68090 transcript_AT1G68090.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ANN5 description_Annexin D5 [Source_UniProtKB/Swiss-Prot;Acc_Q9C9X3], AT1G68090.2 pep chromosome_TAIR10_1_25519305_25520895_-1 gene_AT1G68090 transcript_AT1G68090.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ANN5 description_Annexin D5 [Source_UniProtKB/Swiss-Prot;Acc_Q9C9X3]	ENSMUSP00000001187.9, ENSMUSP00000022416.8, ENSMUSP00000029266.9, ENSMUSP00000104511.4, ENSMUSP00000109305.2
OG0001916	AT5G42470.1 pep chromosome_TAIR10_5_16982149_16984933_1 gene_AT5G42470 transcript_AT5G42470.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At5g42470 [Source_UniProtKB/TrEMBL;Acc_Q5XF81]	ENSMUSP00000069133.5, ENSMUSP00000071462.6, ENSMUSP00000110152.4, ENSMUSP00000128351.2, ENSMUSP00000144205.2
OG0001947	AT2G36160.1 pep chromosome_TAIR10_2_15169818_15171459_1 gene_AT2G36160 transcript_AT2G36160.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RPS14A description_40S ribosomal protein S14-1 [Source_UniProtKB/Swiss-Prot;Acc_Q9SIH0]	ENSMUSP00000025511.4, ENSMUSP00000113081.2, ENSMUSP00000113504.2, ENSMUSP00000157948.2, ENSMUSP00000158138.2
OG0002058	AT3G50690.1 pep chromosome_TAIR10_3_18834927_18837395_-1 gene_AT3G50690 transcript_AT3G50690.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Acidic leucine-rich nuclear phosphoprotein 32-related protein [Source_UniProtKB/Swiss-Prot;Acc_Q9SCQ7]	ENSMUSP00000015893.7, ENSMUSP00000082652.7, ENSMUSP00000099990.5, ENSMUSP00000128483.2, ENSMUSP00000130599.2
OG0002169	AT1G09920.1 pep chromosome_TAIR10_1_3224684_3227083_-1 gene_AT1G09920 transcript_AT1G09920.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Expressed protein [Source_UniProtKB/TrEMBL;Acc_Q8L7A5]	ENSMUSP00000028234.6, ENSMUSP00000028311.7, ENSMUSP00000108687.2, ENSMUSP00000109872.2, ENSMUSP00000130759.2
OG0002253	AT1G71440.1 pep chromosome_TAIR10_1_26921060_26924431_-1 gene_AT1G71440 transcript_AT1G71440.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_TFCE description_Tubulin-folding cofactor E [Source_UniProtKB/Swiss-Prot;Acc_Q8GRL7]	ENSMUSP00000065125.8, ENSMUSP00000067882.6, ENSMUSP00000114721.2, ENSMUSP00000116616.2, ENSMUSP00000121164.2
OG0002292	AT5G26960.1 pep chromosome_TAIR10_5_9484658_9486365_-1 gene_AT5G26960 transcript_AT5G26960.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_F-box/kelch-repeat protein At5g26960 [Source_UniProtKB/Swiss-Prot;Acc_Q6NPN5]	ENSMUSP00000069077.6, ENSMUSP00000112412.2, ENSMUSP00000127227.2, ENSMUSP00000147349.2, ENSMUSP00000147385.2
OG0002313	AT3G46560.1 pep chromosome_TAIR10_3_17138476_17139582_1 gene_AT3G46560 transcript_AT3G46560.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_TIM9 description_Mitochondrial import inner membrane translocase subunit TIM9 [Source_UniProtKB/Swiss-Prot;Acc_Q9XGX9]	ENSMUSP00000021486.9, ENSMUSP00000126298.2, ENSMUSP00000152114.2, ENSMUSP00000152455.2, ENSMUSP00000152574.2
OG0002317	AT3G18820.1 pep chromosome_TAIR10_3_6484068_6486264_1 gene_AT3G18820 transcript_AT3G18820.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RABG3F description_Ras-related protein RABG3f [Source_UniProtKB/Swiss-Prot;Acc_Q9LS94]	ENSMUSP00000092658.4, ENSMUSP00000109226.2, ENSMUSP00000109227.2, ENSMUSP00000109228.2, ENSMUSP00000109230.4
OG0002318	AT4G39920.1 pep chromosome_TAIR10_4_18515693_18517302_1 gene_AT4G39920 transcript_AT4G39920.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_TFCC description_Tubulin-folding cofactor C [Source_UniProtKB/Swiss-Prot;Acc_Q9SMR2]	ENSMUSP00000033372.7, ENSMUSP00000111045.2, ENSMUSP00000111049.2, ENSMUSP00000138352.2, ENSMUSP00000138724.2
OG0002330	AT3G63150.1 pep chromosome_TAIR10_3_23328916_23333078_-1 gene_AT3G63150 transcript_AT3G63150.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_MIRO2 description_Mitochondrial Rho GTPase [Source_UniProtKB/TrEMBL;Acc_A0A178VC39]	ENSMUSP00000017831.9, ENSMUSP00000044639.10, ENSMUSP00000057669.10, ENSMUSP00000076664.8, ENSMUSP00000090533.7
OG0000775	AT1G80510.1 pep chromosome_TAIR10_1_30272849_30274891_1 gene_AT1G80510 transcript_AT1G80510.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_AVT6E description_Amino acid transporter AVT6E [Source_UniProtKB/Swiss-Prot;Acc_Q9M8L9], AT2G40420.1 pep chromosome_TAIR10_2_16877144_16879214_1 gene_AT2G40420 transcript_AT2G40420.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_AVT6D description_Amino acid transporter AVT6D [Source_UniProtKB/Swiss-Prot;Acc_Q0WQJ3], AT3G30390.1 pep chromosome_TAIR10_3_11976837_11979646_-1 gene_AT3G30390 transcript_AT3G30390.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_AVT6A description_Amino acid transporter AVT6A [Source_UniProtKB/Swiss-Prot;Acc_Q9LI61], AT3G30390.2 pep chromosome_TAIR10_3_11976837_11979646_-1 gene_AT3G30390 transcript_AT3G30390.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_AVT6A description_Amino acid transporter AVT6A [Source_UniProtKB/Swiss-Prot;Acc_Q9LI61], AT3G30390.3 pep chromosome_TAIR10_3_11976837_11979621_-1 gene_AT3G30390 transcript_AT3G30390.3 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_AVT6A description_Amino acid transporter AVT6A [Source_UniProtKB/Swiss-Prot;Acc_Q9LI61], AT3G56200.1 pep chromosome_TAIR10_3_20849762_20852104_1 gene_AT3G56200 transcript_AT3G56200.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_AVT6C description_Amino acid transporter AVT6C [Source_UniProtKB/Swiss-Prot;Acc_Q9LYM2], AT5G38820.1 pep chromosome_TAIR10_5_15543115_15545420_1 gene_AT5G38820 transcript_AT5G38820.1 gene_biotype_protein_coding transcript_biotype_protein_coding, AT5G38820.2 pep chromosome_TAIR10_5_15543156_15545448_1 gene_AT5G38820 transcript_AT5G38820.2 gene_biotype_protein_coding transcript_biotype_protein_coding, AT5G38820.3 pep chromosome_TAIR10_5_15543481_15545182_1 gene_AT5G38820 transcript_AT5G38820.3 gene_biotype_protein_coding transcript_biotype_protein_coding	ENSMUSP00000010208.9, ENSMUSP00000130414.2, ENSMUSP00000137561.2, ENSMUSP00000142087.2
OG0000947	AT3G60180.1 pep chromosome_TAIR10_3_22242500_22244125_-1 gene_AT3G60180 transcript_AT3G60180.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_UMK1 description_Probable UMP-CMP kinase 1 [Source_UniProtKB/Swiss-Prot;Acc_Q8VY84], AT3G60180.2 pep chromosome_TAIR10_3_22242740_22244061_-1 gene_AT3G60180 transcript_AT3G60180.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_UMK1 description_Probable UMP-CMP kinase 1 [Source_UniProtKB/Swiss-Prot;Acc_Q8VY84], AT3G60961.1 pep chromosome_TAIR10_3_22541319_22552529_1 gene_AT3G60961 transcript_AT3G60961.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source_UniProtKB/TrEMBL;Acc_B3H4S0], AT5G26667.1 pep chromosome_TAIR10_5_9275906_9278100_1 gene_AT5G26667 transcript_AT5G26667.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PYR6 description_UMP-CMP kinase [Source_UniProtKB/TrEMBL;Acc_A0A178UDQ9], AT5G26667.2 pep chromosome_TAIR10_5_9275893_9278617_1 gene_AT5G26667 transcript_AT5G26667.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PYR6 description_UMP-CMP kinase [Source_UniProtKB/TrEMBL;Acc_A0A178UDQ9], AT5G26667.3 pep chromosome_TAIR10_5_9275947_9278596_1 gene_AT5G26667 transcript_AT5G26667.3 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PYR6 description_UMP-CMP kinase [Source_UniProtKB/TrEMBL;Acc_A0A178UDQ9], AT5G26667.4 pep chromosome_TAIR10_5_9275906_9278625_1 gene_AT5G26667 transcript_AT5G26667.4 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PYR6 description_UMP-CMP kinase [Source_UniProtKB/TrEMBL;Acc_A0A178UDQ9]	ENSMUSP00000042785.7, ENSMUSP00000068479.5, ENSMUSP00000108902.2, ENSMUSP00000108903.3
